,image,label
199,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00200.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00200.tif
200,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00201.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00201.tif
201,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00202.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00202.tif
202,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00203.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00203.tif
203,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00204.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00204.tif
204,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00205.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00205.tif
205,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00206.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00206.tif
206,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00207.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00207.tif
207,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00208.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00208.tif
208,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00209.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00209.tif
209,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00210.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00210.tif
210,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00211.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00211.tif
211,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00212.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00212.tif
212,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00213.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00213.tif
213,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00214.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00214.tif
214,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00215.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00215.tif
215,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00216.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00216.tif
216,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00217.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00217.tif
217,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00218.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00218.tif
218,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00219.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00219.tif
219,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00220.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00220.tif
220,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00221.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00221.tif
221,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00222.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00222.tif
222,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00223.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00223.tif
223,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00224.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00224.tif
224,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00225.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00225.tif
225,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00226.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00226.tif
226,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00227.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00227.tif
227,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00228.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00228.tif
228,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00229.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00229.tif
229,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00230.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00230.tif
230,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00231.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00231.tif
231,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00232.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00232.tif
232,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00233.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00233.tif
233,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00234.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00234.tif
234,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00235.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00235.tif
235,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00236.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00236.tif
236,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00237.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00237.tif
237,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00238.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00238.tif
238,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00239.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00239.tif
239,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00240.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00240.tif
240,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00241.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00241.tif
241,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00242.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00242.tif
242,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00243.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00243.tif
243,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00244.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00244.tif
244,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00245.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00245.tif
245,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00246.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00246.tif
246,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00247.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00247.tif
247,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00248.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00248.tif
248,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00249.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00249.tif
249,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00250.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00250.tif
250,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00251.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00251.tif
251,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00252.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00252.tif
252,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00253.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00253.tif
253,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00254.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00254.tif
254,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00255.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00255.tif
255,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00256.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00256.tif
256,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00257.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00257.tif
257,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00258.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00258.tif
258,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00259.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00259.tif
259,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00260.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00260.tif
260,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00261.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00261.tif
261,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00262.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00262.tif
262,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00263.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00263.tif
263,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00264.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00264.tif
264,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00265.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00265.tif
265,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00266.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00266.tif
266,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00267.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00267.tif
267,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00268.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00268.tif
268,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00269.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00269.tif
269,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00270.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00270.tif
270,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00271.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00271.tif
271,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00272.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00272.tif
272,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00273.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00273.tif
273,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00274.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00274.tif
274,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00275.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00275.tif
275,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00276.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00276.tif
276,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00277.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00277.tif
277,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00278.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00278.tif
278,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00279.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00279.tif
279,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00280.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00280.tif
280,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00281.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00281.tif
281,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00282.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00282.tif
282,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00283.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00283.tif
283,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00284.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00284.tif
284,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00285.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00285.tif
285,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00286.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00286.tif
286,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00287.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00287.tif
287,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00288.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00288.tif
288,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00289.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00289.tif
289,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00290.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00290.tif
290,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00291.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00291.tif
291,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00292.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00292.tif
292,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00293.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00293.tif
293,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00294.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00294.tif
294,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00295.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00295.tif
295,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00296.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00296.tif
296,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00297.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00297.tif
297,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00298.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00298.tif
298,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00299.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00299.tif
299,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00300.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00300.tif
300,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00301.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00301.tif
301,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00302.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00302.tif
302,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00303.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00303.tif
303,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00304.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00304.tif
304,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00305.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00305.tif
305,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00306.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00306.tif
306,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00307.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00307.tif
307,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00308.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00308.tif
308,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00309.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00309.tif
309,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00310.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00310.tif
310,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00311.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00311.tif
311,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00312.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00312.tif
312,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00313.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00313.tif
313,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00314.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00314.tif
314,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00315.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00315.tif
315,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00316.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00316.tif
316,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00317.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00317.tif
317,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00318.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00318.tif
318,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00319.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00319.tif
319,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00320.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00320.tif
320,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00321.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00321.tif
321,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00322.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00322.tif
322,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00323.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00323.tif
323,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00324.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00324.tif
324,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00325.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00325.tif
325,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00326.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00326.tif
326,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00327.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00327.tif
327,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00328.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00328.tif
328,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00329.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00329.tif
329,F:/ISPRS/Creat Datasets/experimental dataset/train/top/00330.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/00330.tif
